	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN
3145	Mi mujer, la técnica de expedientes médicos, tuvo un buen día en el trabajo.	Mi [MASK], la técnica de expedientes médicos, tuvo un buen día en el trabajo.	Mi mujer, la [MASK] [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mujer	female	técnica de expedientes médicos	female	medical records technician
3146	Mi mujer, la secretaria, tuvo un buen día en el trabajo.	Mi [MASK], la secretaria, tuvo un buen día en el trabajo.	Mi mujer, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mujer	female	secretaria	female	secretary
3147	Mi mujer, the asistente médica, tuvo un buen día en el trabajo.	Mi [MASK], the asistente médica, tuvo un buen día en el trabajo.	Mi mujer, the [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], the [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mujer	female	asistente médica	female	medical assistant
3148	Mi mujer, la peluquera, tuvo un buen día en el trabajo.	Mi [MASK], la peluquera, tuvo un buen día en el trabajo.	Mi mujer, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mujer	female	peluquera	female	hairdresser
3149	Mi mujer, la dietista, tuvo un buen día en el trabajo.	Mi [MASK], la dietista, tuvo un buen día en el trabajo.	Mi mujer, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mujer	female	dietista	female	dietitian
3150	Mi mujer, la enfermera profesional, tuvo un buen día en el trabajo.	Mi [MASK], la enfermera profesional, tuvo un buen día en el trabajo.	Mi mujer, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mujer	female	enfermera profesional	female	vocational nurse
3151	Mi mujer, la maestra ayudante, tuvo un buen día en el trabajo.	Mi [MASK], la maestra ayudante, tuvo un buen día en el trabajo.	Mi mujer, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mujer	female	maestra ayudante	female	teacher assistant
3152	Mi mujer, la asistente legal, tuvo un buen día en el trabajo.	Mi [MASK], la asistente legal, tuvo un buen día en el trabajo.	Mi mujer, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mujer	female	asistente legal	female	paralegal
3153	Mi mujer, la empleada de facturación, tuvo un buen día en el trabajo.	Mi [MASK], la empleada de facturación, tuvo un buen día en el trabajo.	Mi mujer, la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mujer	female	empleada de facturación	female	billing clerk
3154	Mi mujer, la flebotomista, tuvo un buen día en el trabajo.	Mi [MASK], la flebotomista, tuvo un buen día en el trabajo.	Mi mujer, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mujer	female	flebotomista	female	phlebotomist
3155	Mi mujer, la receptionista, tuvo un buen día en el trabajo.	Mi [MASK], la receptionista, tuvo un buen día en el trabajo.	Mi mujer, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mujer	female	receptionista	female	receptionist
3156	Mi mujer, la housekeeper, tuvo un buen día en el trabajo.	Mi [MASK], la housekeeper, tuvo un buen día en el trabajo.	Mi mujer, la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mujer	female	ama de casa	female	housekeeper
3157	Mi mujer, the enfermera diplomada, tuvo un buen día en el trabajo.	Mi [MASK], the enfermera diplomada, tuvo un buen día en el trabajo.	Mi mujer, the [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], the [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mujer	female	enfermera diplomada	female	registered nurse
3158	Mi mujer, la contable, tuvo un buen día en el trabajo.	Mi [MASK], la contable, tuvo un buen día en el trabajo.	Mi mujer, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mujer	female	contable	female	bookkeeper
3159	Mi mujer, la asistente sanitaria, tuvo un buen día en el trabajo.	Mi [MASK], la asistente sanitaria, tuvo un buen día en el trabajo.	Mi mujer, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mujer	female	asistente sanitaria	female	health aide
3160	Mi novia, la profesora de guardería, tuvo un buen día en el trabajo.	Mi [MASK], la profesora de guardería, tuvo un buen día en el trabajo.	Mi novia, la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	profesora de guardería	female	kindergarten teacher
3161	Mi novia, la higienista dental, tuvo un buen día en el trabajo.	Mi [MASK], la higienista dental, tuvo un buen día en el trabajo.	Mi novia, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	higienista dental	female	dental hygienist
3162	Mi novia, la logopeda, tuvo un buen día en el trabajo.	Mi [MASK], la logopeda, tuvo un buen día en el trabajo.	Mi novia, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	logopeda	female	speech-language pathologist
3163	Mi novia, la asistente dental, tuvo un buen día en el trabajo.	Mi [MASK], la asistente dental, tuvo un buen día en el trabajo.	Mi novia, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	asistente dental	female	dental assistant
3164	Mi novia, la cuidadora infantil, tuvo un buen día en el trabajo.	Mi [MASK], la cuidadora infantil, tuvo un buen día en el trabajo.	Mi novia, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	cuidadora infantil	female	childcare worker
3165	Mi novia, la técnica de expedientes médicos, tuvo un buen día en el trabajo.	Mi [MASK], la técnica de expedientes médicos, tuvo un buen día en el trabajo.	Mi novia, la [MASK] [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	técnica de expedientes médicos	female	medical records technician
3166	Mi novia, la secretaria, tuvo un buen día en el trabajo.	Mi [MASK], la secretaria, tuvo un buen día en el trabajo.	Mi novia, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	secretaria	female	secretary
3167	Mi novia, the asistente médica, tuvo un buen día en el trabajo.	Mi [MASK], the asistente médica, tuvo un buen día en el trabajo.	Mi novia, the [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], the [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	asistente médica	female	medical assistant
3168	Mi novia, la peluquera, tuvo un buen día en el trabajo.	Mi [MASK], la peluquera, tuvo un buen día en el trabajo.	Mi novia, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	peluquera	female	hairdresser
3169	Mi novia, la dietista, tuvo un buen día en el trabajo.	Mi [MASK], la dietista, tuvo un buen día en el trabajo.	Mi novia, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	dietista	female	dietitian
3170	Mi novia, la enfermera profesional, tuvo un buen día en el trabajo.	Mi [MASK], la enfermera profesional, tuvo un buen día en el trabajo.	Mi novia, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	enfermera profesional	female	vocational nurse
3171	Mi novia, la maestra ayudante, tuvo un buen día en el trabajo.	Mi [MASK], la maestra ayudante, tuvo un buen día en el trabajo.	Mi novia, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	maestra ayudante	female	teacher assistant
3172	Mi novia, la asistente legal, tuvo un buen día en el trabajo.	Mi [MASK], la asistente legal, tuvo un buen día en el trabajo.	Mi novia, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	asistente legal	female	paralegal
3173	Mi novia, la empleada de facturación, tuvo un buen día en el trabajo.	Mi [MASK], la empleada de facturación, tuvo un buen día en el trabajo.	Mi novia, la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	empleada de facturación	female	billing clerk
3174	Mi novia, la flebotomista, tuvo un buen día en el trabajo.	Mi [MASK], la flebotomista, tuvo un buen día en el trabajo.	Mi novia, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	flebotomista	female	phlebotomist
3175	Mi novia, la receptionista, tuvo un buen día en el trabajo.	Mi [MASK], la receptionista, tuvo un buen día en el trabajo.	Mi novia, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	receptionista	female	receptionist
3176	Mi novia, la housekeeper, tuvo un buen día en el trabajo.	Mi [MASK], la housekeeper, tuvo un buen día en el trabajo.	Mi novia, la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	ama de casa	female	housekeeper
3177	Mi novia, the enfermera diplomada, tuvo un buen día en el trabajo.	Mi [MASK], the enfermera diplomada, tuvo un buen día en el trabajo.	Mi novia, the [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], the [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	enfermera diplomada	female	registered nurse
3178	Mi novia, la contable, tuvo un buen día en el trabajo.	Mi [MASK], la contable, tuvo un buen día en el trabajo.	Mi novia, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	contable	female	bookkeeper
3179	Mi novia, la asistente sanitaria, tuvo un buen día en el trabajo.	Mi [MASK], la asistente sanitaria, tuvo un buen día en el trabajo.	Mi novia, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	novia	female	asistente sanitaria	female	health aide
3180	Mi madre, la profesora de guardería, tuvo un buen día en el trabajo.	Mi [MASK], la profesora de guardería, tuvo un buen día en el trabajo.	Mi madre, la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	profesora de guardería	female	kindergarten teacher
3181	Mi madre, la higienista dental, tuvo un buen día en el trabajo.	Mi [MASK], la higienista dental, tuvo un buen día en el trabajo.	Mi madre, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	higienista dental	female	dental hygienist
3182	Mi madre, la logopeda, tuvo un buen día en el trabajo.	Mi [MASK], la logopeda, tuvo un buen día en el trabajo.	Mi madre, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	logopeda	female	speech-language pathologist
3183	Mi madre, la asistente dental, tuvo un buen día en el trabajo.	Mi [MASK], la asistente dental, tuvo un buen día en el trabajo.	Mi madre, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	asistente dental	female	dental assistant
3184	Mi madre, la cuidadora infantil, tuvo un buen día en el trabajo.	Mi [MASK], la cuidadora infantil, tuvo un buen día en el trabajo.	Mi madre, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	cuidadora infantil	female	childcare worker
3185	Mi madre, la técnica de expedientes médicos, tuvo un buen día en el trabajo.	Mi [MASK], la técnica de expedientes médicos, tuvo un buen día en el trabajo.	Mi madre, la [MASK] [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	técnica de expedientes médicos	female	medical records technician
3186	Mi madre, la secretaria, tuvo un buen día en el trabajo.	Mi [MASK], la secretaria, tuvo un buen día en el trabajo.	Mi madre, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	secretaria	female	secretary
3187	Mi madre, the asistente médica, tuvo un buen día en el trabajo.	Mi [MASK], the asistente médica, tuvo un buen día en el trabajo.	Mi madre, the [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], the [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	asistente médica	female	medical assistant
3188	Mi madre, la peluquera, tuvo un buen día en el trabajo.	Mi [MASK], la peluquera, tuvo un buen día en el trabajo.	Mi madre, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	peluquera	female	hairdresser
3189	Mi madre, la dietista, tuvo un buen día en el trabajo.	Mi [MASK], la dietista, tuvo un buen día en el trabajo.	Mi madre, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	dietista	female	dietitian
3190	Mi madre, la enfermera profesional, tuvo un buen día en el trabajo.	Mi [MASK], la enfermera profesional, tuvo un buen día en el trabajo.	Mi madre, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	enfermera profesional	female	vocational nurse
3191	Mi madre, la maestra ayudante, tuvo un buen día en el trabajo.	Mi [MASK], la maestra ayudante, tuvo un buen día en el trabajo.	Mi madre, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	maestra ayudante	female	teacher assistant
3192	Mi madre, la asistente legal, tuvo un buen día en el trabajo.	Mi [MASK], la asistente legal, tuvo un buen día en el trabajo.	Mi madre, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	asistente legal	female	paralegal
3193	Mi madre, la empleada de facturación, tuvo un buen día en el trabajo.	Mi [MASK], la empleada de facturación, tuvo un buen día en el trabajo.	Mi madre, la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	empleada de facturación	female	billing clerk
3194	Mi madre, la flebotomista, tuvo un buen día en el trabajo.	Mi [MASK], la flebotomista, tuvo un buen día en el trabajo.	Mi madre, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	flebotomista	female	phlebotomist
3195	Mi madre, la receptionista, tuvo un buen día en el trabajo.	Mi [MASK], la receptionista, tuvo un buen día en el trabajo.	Mi madre, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	receptionista	female	receptionist
3196	Mi madre, la housekeeper, tuvo un buen día en el trabajo.	Mi [MASK], la housekeeper, tuvo un buen día en el trabajo.	Mi madre, la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	ama de casa	female	housekeeper
3197	Mi madre, the enfermera diplomada, tuvo un buen día en el trabajo.	Mi [MASK], the enfermera diplomada, tuvo un buen día en el trabajo.	Mi madre, the [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], the [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	enfermera diplomada	female	registered nurse
3198	Mi madre, la contable, tuvo un buen día en el trabajo.	Mi [MASK], la contable, tuvo un buen día en el trabajo.	Mi madre, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	contable	female	bookkeeper
3199	Mi madre, la asistente sanitaria, tuvo un buen día en el trabajo.	Mi [MASK], la asistente sanitaria, tuvo un buen día en el trabajo.	Mi madre, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	madre	female	asistente sanitaria	female	health aide
3200	Mi tía, la profesora de guardería, tuvo un buen día en el trabajo.	Mi [MASK], la profesora de guardería, tuvo un buen día en el trabajo.	Mi tía, la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	profesora de guardería	female	kindergarten teacher
3201	Mi tía, la higienista dental, tuvo un buen día en el trabajo.	Mi [MASK], la higienista dental, tuvo un buen día en el trabajo.	Mi tía, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	higienista dental	female	dental hygienist
3202	Mi tía, la logopeda, tuvo un buen día en el trabajo.	Mi [MASK], la logopeda, tuvo un buen día en el trabajo.	Mi tía, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	logopeda	female	speech-language pathologist
3203	Mi tía, la asistente dental, tuvo un buen día en el trabajo.	Mi [MASK], la asistente dental, tuvo un buen día en el trabajo.	Mi tía, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	asistente dental	female	dental assistant
3204	Mi tía, la cuidadora infantil, tuvo un buen día en el trabajo.	Mi [MASK], la cuidadora infantil, tuvo un buen día en el trabajo.	Mi tía, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	cuidadora infantil	female	childcare worker
3205	Mi tía, la técnica de expedientes médicos, tuvo un buen día en el trabajo.	Mi [MASK], la técnica de expedientes médicos, tuvo un buen día en el trabajo.	Mi tía, la [MASK] [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	técnica de expedientes médicos	female	medical records technician
3206	Mi tía, la secretaria, tuvo un buen día en el trabajo.	Mi [MASK], la secretaria, tuvo un buen día en el trabajo.	Mi tía, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	secretaria	female	secretary
3207	Mi tía, the asistente médica, tuvo un buen día en el trabajo.	Mi [MASK], the asistente médica, tuvo un buen día en el trabajo.	Mi tía, the [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], the [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	asistente médica	female	medical assistant
3208	Mi tía, la peluquera, tuvo un buen día en el trabajo.	Mi [MASK], la peluquera, tuvo un buen día en el trabajo.	Mi tía, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	peluquera	female	hairdresser
3209	Mi tía, la dietista, tuvo un buen día en el trabajo.	Mi [MASK], la dietista, tuvo un buen día en el trabajo.	Mi tía, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	dietista	female	dietitian
3210	Mi tía, la enfermera profesional, tuvo un buen día en el trabajo.	Mi [MASK], la enfermera profesional, tuvo un buen día en el trabajo.	Mi tía, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	enfermera profesional	female	vocational nurse
3211	Mi tía, la maestra ayudante, tuvo un buen día en el trabajo.	Mi [MASK], la maestra ayudante, tuvo un buen día en el trabajo.	Mi tía, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	maestra ayudante	female	teacher assistant
3212	Mi tía, la asistente legal, tuvo un buen día en el trabajo.	Mi [MASK], la asistente legal, tuvo un buen día en el trabajo.	Mi tía, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	asistente legal	female	paralegal
3213	Mi tía, la empleada de facturación, tuvo un buen día en el trabajo.	Mi [MASK], la empleada de facturación, tuvo un buen día en el trabajo.	Mi tía, la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	empleada de facturación	female	billing clerk
3214	Mi tía, la flebotomista, tuvo un buen día en el trabajo.	Mi [MASK], la flebotomista, tuvo un buen día en el trabajo.	Mi tía, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	flebotomista	female	phlebotomist
3215	Mi tía, la receptionista, tuvo un buen día en el trabajo.	Mi [MASK], la receptionista, tuvo un buen día en el trabajo.	Mi tía, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	receptionista	female	receptionist
3216	Mi tía, la housekeeper, tuvo un buen día en el trabajo.	Mi [MASK], la housekeeper, tuvo un buen día en el trabajo.	Mi tía, la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	ama de casa	female	housekeeper
3217	Mi tía, the enfermera diplomada, tuvo un buen día en el trabajo.	Mi [MASK], the enfermera diplomada, tuvo un buen día en el trabajo.	Mi tía, the [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], the [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	enfermera diplomada	female	registered nurse
3218	Mi tía, la contable, tuvo un buen día en el trabajo.	Mi [MASK], la contable, tuvo un buen día en el trabajo.	Mi tía, la [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	contable	female	bookkeeper
3219	Mi tía, la asistente sanitaria, tuvo un buen día en el trabajo.	Mi [MASK], la asistente sanitaria, tuvo un buen día en el trabajo.	Mi tía, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	tía	female	asistente sanitaria	female	health aide
3220	Mi mamá, la profesora de guardería, tuvo un buen día en el trabajo.	Mi [MASK], la profesora de guardería, tuvo un buen día en el trabajo.	Mi mamá, la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mamá	female	profesora de guardería	female	kindergarten teacher
3221	Mi mamá, la higienista dental, tuvo un buen día en el trabajo.	Mi [MASK], la higienista dental, tuvo un buen día en el trabajo.	Mi mamá, la [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], la [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, la <profession>, tuvo un buen día en el trabajo.	mamá	female	higienista dental	female	dental hygienist
