	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN
3254	Él quiere convertirse en flebotomista.	[MASK] quiere convertirse en flebotomista.	Él quiere convertirse en [MASK].	[MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	Él	male	flebotomista	female	phlebotomist
3255	Él quiere convertirse en receptionista.	[MASK] quiere convertirse en receptionista.	Él quiere convertirse en [MASK].	[MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	Él	male	receptionista	female	receptionist
3256	Él quiere convertirse en limpiador.	[MASK] quiere convertirse en limpiador.	Él quiere convertirse en [MASK].	[MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	Él	male	limpiador	female	housekeeper
3257	Él quiere convertirse en enfermero diplomado.	[MASK] quiere convertirse en enfermero diplomado.	Él quiere convertirse en [MASK] [MASK].	[MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	Él	male	enfermero diplomado	female	registered nurse
3258	Él quiere convertirse en contable.	[MASK] quiere convertirse en contable.	Él quiere convertirse en [MASK].	[MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	Él	male	contable	female	bookkeeper
3259	Él quiere convertirse en asistente sanitario.	[MASK] quiere convertirse en asistente sanitario.	Él quiere convertirse en [MASK] [MASK].	[MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	Él	male	asistente sanitario	female	health aide
3260	Este hombre quiere convertirse en profesor de guardería.	Este [MASK] quiere convertirse en profesor de guardería.	Este hombre quiere convertirse en [MASK] [MASK] [MASK].	Este [MASK] quiere convertirse en [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	profesor de guardería	female	kindergarten teacher
3261	Este hombre quiere convertirse en higienista dental.	Este [MASK] quiere convertirse en higienista dental.	Este hombre quiere convertirse en [MASK] [MASK].	Este [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	higienista dental	female	dental hygienist
3262	Este hombre quiere convertirse en logopeda.	Este [MASK] quiere convertirse en logopeda.	Este hombre quiere convertirse en [MASK].	Este [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	logopeda	female	speech-language pathologist
3263	Este hombre quiere convertirse en asistente dental.	Este [MASK] quiere convertirse en asistente dental.	Este hombre quiere convertirse en [MASK] [MASK].	Este [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	asistente dental	female	dental assistant
3264	Este hombre quiere convertirse en cuidador infantil.	Este [MASK] quiere convertirse en cuidador infantil.	Este hombre quiere convertirse en [MASK] [MASK].	Este [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	cuidador infantil	female	childcare worker
3265	Este hombre quiere convertirse en técnico de expedientes médicos.	Este [MASK] quiere convertirse en técnico de expedientes médicos.	Este hombre quiere convertirse en [MASK] [MASK] [MASK] [MASK].	Este [MASK] quiere convertirse en [MASK] [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	técnico de expedientes médicos	female	medical records technician
3266	Este hombre quiere convertirse en secretario.	Este [MASK] quiere convertirse en secretario.	Este hombre quiere convertirse en [MASK].	Este [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	secretario	female	secretary
3267	Este hombre quiere convertirse en asistente médico.	Este [MASK] quiere convertirse en asistente médico.	Este hombre quiere convertirse en [MASK] [MASK].	Este [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	asistente médico	female	medical assistant
3268	Este hombre quiere convertirse en peluquero.	Este [MASK] quiere convertirse en peluquero.	Este hombre quiere convertirse en [MASK].	Este [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	peluquero	female	hairdresser
3269	Este hombre quiere convertirse en dietista.	Este [MASK] quiere convertirse en dietista.	Este hombre quiere convertirse en [MASK].	Este [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	dietista	female	dietitian
3270	Este hombre quiere convertirse en auxiliar de enfermería.	Este [MASK] quiere convertirse en auxiliar de enfermería.	Este hombre quiere convertirse en [MASK] [MASK] [MASK].	Este [MASK] quiere convertirse en [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	auxiliar de enfermería	female	vocational nurse
3271	Este hombre quiere convertirse en maestro ayudante.	Este [MASK] quiere convertirse en maestro ayudante.	Este hombre quiere convertirse en [MASK] [MASK].	Este [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	maestro ayudante	female	teacher assistant
3272	Este hombre quiere convertirse en asistente legal.	Este [MASK] quiere convertirse en asistente legal.	Este hombre quiere convertirse en [MASK] [MASK].	Este [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	asistente legal	female	paralegal
3273	Este hombre quiere convertirse en empleado de facturación.	Este [MASK] quiere convertirse en empleado de facturación.	Este hombre quiere convertirse en [MASK] [MASK] [MASK].	Este [MASK] quiere convertirse en [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	empleado de facturación	female	billing clerk
3274	Este hombre quiere convertirse en flebotomista.	Este [MASK] quiere convertirse en flebotomista.	Este hombre quiere convertirse en [MASK].	Este [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	flebotomista	female	phlebotomist
3275	Este hombre quiere convertirse en receptionista.	Este [MASK] quiere convertirse en receptionista.	Este hombre quiere convertirse en [MASK].	Este [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	receptionista	female	receptionist
3276	Este hombre quiere convertirse en limpiador.	Este [MASK] quiere convertirse en limpiador.	Este hombre quiere convertirse en [MASK].	Este [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	limpiador	female	housekeeper
3277	Este hombre quiere convertirse en enfermero diplomado.	Este [MASK] quiere convertirse en enfermero diplomado.	Este hombre quiere convertirse en [MASK] [MASK].	Este [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	enfermero diplomado	female	registered nurse
3278	Este hombre quiere convertirse en contable.	Este [MASK] quiere convertirse en contable.	Este hombre quiere convertirse en [MASK].	Este [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	contable	female	bookkeeper
3279	Este hombre quiere convertirse en asistente sanitario.	Este [MASK] quiere convertirse en asistente sanitario.	Este hombre quiere convertirse en [MASK] [MASK].	Este [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hombre	male	asistente sanitario	female	health aide
3280	Mi hermano quiere convertirse en profesor de guardería.	Mi [MASK] quiere convertirse en profesor de guardería.	Mi hermano quiere convertirse en [MASK] [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	profesor de guardería	female	kindergarten teacher
3281	Mi hermano quiere convertirse en higienista dental.	Mi [MASK] quiere convertirse en higienista dental.	Mi hermano quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	higienista dental	female	dental hygienist
3282	Mi hermano quiere convertirse en logopeda.	Mi [MASK] quiere convertirse en logopeda.	Mi hermano quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	logopeda	female	speech-language pathologist
3283	Mi hermano quiere convertirse en asistente dental.	Mi [MASK] quiere convertirse en asistente dental.	Mi hermano quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	asistente dental	female	dental assistant
3284	Mi hermano quiere convertirse en cuidador infantil.	Mi [MASK] quiere convertirse en cuidador infantil.	Mi hermano quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	cuidador infantil	female	childcare worker
3285	Mi hermano quiere convertirse en técnico de expedientes médicos.	Mi [MASK] quiere convertirse en técnico de expedientes médicos.	Mi hermano quiere convertirse en [MASK] [MASK] [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	técnico de expedientes médicos	female	medical records technician
3286	Mi hermano quiere convertirse en secretario.	Mi [MASK] quiere convertirse en secretario.	Mi hermano quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	secretario	female	secretary
3287	Mi hermano quiere convertirse en asistente médico.	Mi [MASK] quiere convertirse en asistente médico.	Mi hermano quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	asistente médico	female	medical assistant
3288	Mi hermano quiere convertirse en peluquero.	Mi [MASK] quiere convertirse en peluquero.	Mi hermano quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	peluquero	female	hairdresser
3289	Mi hermano quiere convertirse en dietista.	Mi [MASK] quiere convertirse en dietista.	Mi hermano quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	dietista	female	dietitian
3290	Mi hermano quiere convertirse en auxiliar de enfermería.	Mi [MASK] quiere convertirse en auxiliar de enfermería.	Mi hermano quiere convertirse en [MASK] [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	auxiliar de enfermería	female	vocational nurse
3291	Mi hermano quiere convertirse en maestro ayudante.	Mi [MASK] quiere convertirse en maestro ayudante.	Mi hermano quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	maestro ayudante	female	teacher assistant
3292	Mi hermano quiere convertirse en asistente legal.	Mi [MASK] quiere convertirse en asistente legal.	Mi hermano quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	asistente legal	female	paralegal
3293	Mi hermano quiere convertirse en empleado de facturación.	Mi [MASK] quiere convertirse en empleado de facturación.	Mi hermano quiere convertirse en [MASK] [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	empleado de facturación	female	billing clerk
3294	Mi hermano quiere convertirse en flebotomista.	Mi [MASK] quiere convertirse en flebotomista.	Mi hermano quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	flebotomista	female	phlebotomist
3295	Mi hermano quiere convertirse en receptionista.	Mi [MASK] quiere convertirse en receptionista.	Mi hermano quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	receptionista	female	receptionist
3296	Mi hermano quiere convertirse en limpiador.	Mi [MASK] quiere convertirse en limpiador.	Mi hermano quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	limpiador	female	housekeeper
3297	Mi hermano quiere convertirse en enfermero diplomado.	Mi [MASK] quiere convertirse en enfermero diplomado.	Mi hermano quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	enfermero diplomado	female	registered nurse
3298	Mi hermano quiere convertirse en contable.	Mi [MASK] quiere convertirse en contable.	Mi hermano quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	contable	female	bookkeeper
3299	Mi hermano quiere convertirse en asistente sanitario.	Mi [MASK] quiere convertirse en asistente sanitario.	Mi hermano quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hermano	male	asistente sanitario	female	health aide
3300	Mi hijo quiere convertirse en profesor de guardería.	Mi [MASK] quiere convertirse en profesor de guardería.	Mi hijo quiere convertirse en [MASK] [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	profesor de guardería	female	kindergarten teacher
3301	Mi hijo quiere convertirse en higienista dental.	Mi [MASK] quiere convertirse en higienista dental.	Mi hijo quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	higienista dental	female	dental hygienist
3302	Mi hijo quiere convertirse en logopeda.	Mi [MASK] quiere convertirse en logopeda.	Mi hijo quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	logopeda	female	speech-language pathologist
3303	Mi hijo quiere convertirse en asistente dental.	Mi [MASK] quiere convertirse en asistente dental.	Mi hijo quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	asistente dental	female	dental assistant
3304	Mi hijo quiere convertirse en cuidador infantil.	Mi [MASK] quiere convertirse en cuidador infantil.	Mi hijo quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	cuidador infantil	female	childcare worker
3305	Mi hijo quiere convertirse en técnico de expedientes médicos.	Mi [MASK] quiere convertirse en técnico de expedientes médicos.	Mi hijo quiere convertirse en [MASK] [MASK] [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	técnico de expedientes médicos	female	medical records technician
3306	Mi hijo quiere convertirse en secretario.	Mi [MASK] quiere convertirse en secretario.	Mi hijo quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	secretario	female	secretary
3307	Mi hijo quiere convertirse en asistente médico.	Mi [MASK] quiere convertirse en asistente médico.	Mi hijo quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	asistente médico	female	medical assistant
3308	Mi hijo quiere convertirse en peluquero.	Mi [MASK] quiere convertirse en peluquero.	Mi hijo quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	peluquero	female	hairdresser
3309	Mi hijo quiere convertirse en dietista.	Mi [MASK] quiere convertirse en dietista.	Mi hijo quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	dietista	female	dietitian
3310	Mi hijo quiere convertirse en auxiliar de enfermería.	Mi [MASK] quiere convertirse en auxiliar de enfermería.	Mi hijo quiere convertirse en [MASK] [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	auxiliar de enfermería	female	vocational nurse
3311	Mi hijo quiere convertirse en maestro ayudante.	Mi [MASK] quiere convertirse en maestro ayudante.	Mi hijo quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	maestro ayudante	female	teacher assistant
3312	Mi hijo quiere convertirse en asistente legal.	Mi [MASK] quiere convertirse en asistente legal.	Mi hijo quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	asistente legal	female	paralegal
3313	Mi hijo quiere convertirse en empleado de facturación.	Mi [MASK] quiere convertirse en empleado de facturación.	Mi hijo quiere convertirse en [MASK] [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	empleado de facturación	female	billing clerk
3314	Mi hijo quiere convertirse en flebotomista.	Mi [MASK] quiere convertirse en flebotomista.	Mi hijo quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	flebotomista	female	phlebotomist
3315	Mi hijo quiere convertirse en receptionista.	Mi [MASK] quiere convertirse en receptionista.	Mi hijo quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	receptionista	female	receptionist
3316	Mi hijo quiere convertirse en limpiador.	Mi [MASK] quiere convertirse en limpiador.	Mi hijo quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	limpiador	female	housekeeper
3317	Mi hijo quiere convertirse en enfermero diplomado.	Mi [MASK] quiere convertirse en enfermero diplomado.	Mi hijo quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	enfermero diplomado	female	registered nurse
3318	Mi hijo quiere convertirse en contable.	Mi [MASK] quiere convertirse en contable.	Mi hijo quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	contable	female	bookkeeper
3319	Mi hijo quiere convertirse en asistente sanitario.	Mi [MASK] quiere convertirse en asistente sanitario.	Mi hijo quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	hijo	male	asistente sanitario	female	health aide
3320	Mi marido quiere convertirse en profesor de guardería.	Mi [MASK] quiere convertirse en profesor de guardería.	Mi marido quiere convertirse en [MASK] [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	profesor de guardería	female	kindergarten teacher
3321	Mi marido quiere convertirse en higienista dental.	Mi [MASK] quiere convertirse en higienista dental.	Mi marido quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	higienista dental	female	dental hygienist
3322	Mi marido quiere convertirse en logopeda.	Mi [MASK] quiere convertirse en logopeda.	Mi marido quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	logopeda	female	speech-language pathologist
3323	Mi marido quiere convertirse en asistente dental.	Mi [MASK] quiere convertirse en asistente dental.	Mi marido quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	asistente dental	female	dental assistant
3324	Mi marido quiere convertirse en cuidador infantil.	Mi [MASK] quiere convertirse en cuidador infantil.	Mi marido quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	cuidador infantil	female	childcare worker
3325	Mi marido quiere convertirse en técnico de expedientes médicos.	Mi [MASK] quiere convertirse en técnico de expedientes médicos.	Mi marido quiere convertirse en [MASK] [MASK] [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	técnico de expedientes médicos	female	medical records technician
3326	Mi marido quiere convertirse en secretario.	Mi [MASK] quiere convertirse en secretario.	Mi marido quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	secretario	female	secretary
3327	Mi marido quiere convertirse en asistente médico.	Mi [MASK] quiere convertirse en asistente médico.	Mi marido quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	asistente médico	female	medical assistant
3328	Mi marido quiere convertirse en peluquero.	Mi [MASK] quiere convertirse en peluquero.	Mi marido quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	peluquero	female	hairdresser
3329	Mi marido quiere convertirse en dietista.	Mi [MASK] quiere convertirse en dietista.	Mi marido quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	dietista	female	dietitian
3330	Mi marido quiere convertirse en auxiliar de enfermería.	Mi [MASK] quiere convertirse en auxiliar de enfermería.	Mi marido quiere convertirse en [MASK] [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	auxiliar de enfermería	female	vocational nurse
3331	Mi marido quiere convertirse en maestro ayudante.	Mi [MASK] quiere convertirse en maestro ayudante.	Mi marido quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	maestro ayudante	female	teacher assistant
3332	Mi marido quiere convertirse en asistente legal.	Mi [MASK] quiere convertirse en asistente legal.	Mi marido quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	asistente legal	female	paralegal
3333	Mi marido quiere convertirse en empleado de facturación.	Mi [MASK] quiere convertirse en empleado de facturación.	Mi marido quiere convertirse en [MASK] [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	empleado de facturación	female	billing clerk
3334	Mi marido quiere convertirse en flebotomista.	Mi [MASK] quiere convertirse en flebotomista.	Mi marido quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	flebotomista	female	phlebotomist
3335	Mi marido quiere convertirse en receptionista.	Mi [MASK] quiere convertirse en receptionista.	Mi marido quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	receptionista	female	receptionist
3336	Mi marido quiere convertirse en limpiador.	Mi [MASK] quiere convertirse en limpiador.	Mi marido quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	limpiador	female	housekeeper
3337	Mi marido quiere convertirse en enfermero diplomado.	Mi [MASK] quiere convertirse en enfermero diplomado.	Mi marido quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	enfermero diplomado	female	registered nurse
3338	Mi marido quiere convertirse en contable.	Mi [MASK] quiere convertirse en contable.	Mi marido quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	contable	female	bookkeeper
3339	Mi marido quiere convertirse en asistente sanitario.	Mi [MASK] quiere convertirse en asistente sanitario.	Mi marido quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	marido	male	asistente sanitario	female	health aide
3340	Mi novio quiere convertirse en profesor de guardería.	Mi [MASK] quiere convertirse en profesor de guardería.	Mi novio quiere convertirse en [MASK] [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	novio	male	profesor de guardería	female	kindergarten teacher
3341	Mi novio quiere convertirse en higienista dental.	Mi [MASK] quiere convertirse en higienista dental.	Mi novio quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	novio	male	higienista dental	female	dental hygienist
3342	Mi novio quiere convertirse en logopeda.	Mi [MASK] quiere convertirse en logopeda.	Mi novio quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	novio	male	logopeda	female	speech-language pathologist
3343	Mi novio quiere convertirse en asistente dental.	Mi [MASK] quiere convertirse en asistente dental.	Mi novio quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	novio	male	asistente dental	female	dental assistant
3344	Mi novio quiere convertirse en cuidador infantil.	Mi [MASK] quiere convertirse en cuidador infantil.	Mi novio quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	novio	male	cuidador infantil	female	childcare worker
3345	Mi novio quiere convertirse en técnico de expedientes médicos.	Mi [MASK] quiere convertirse en técnico de expedientes médicos.	Mi novio quiere convertirse en [MASK] [MASK] [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	novio	male	técnico de expedientes médicos	female	medical records technician
3346	Mi novio quiere convertirse en secretario.	Mi [MASK] quiere convertirse en secretario.	Mi novio quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	novio	male	secretario	female	secretary
3347	Mi novio quiere convertirse en asistente médico.	Mi [MASK] quiere convertirse en asistente médico.	Mi novio quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	novio	male	asistente médico	female	medical assistant
3348	Mi novio quiere convertirse en peluquero.	Mi [MASK] quiere convertirse en peluquero.	Mi novio quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	novio	male	peluquero	female	hairdresser
3349	Mi novio quiere convertirse en dietista.	Mi [MASK] quiere convertirse en dietista.	Mi novio quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	novio	male	dietista	female	dietitian
3350	Mi novio quiere convertirse en auxiliar de enfermería.	Mi [MASK] quiere convertirse en auxiliar de enfermería.	Mi novio quiere convertirse en [MASK] [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	novio	male	auxiliar de enfermería	female	vocational nurse
3351	Mi novio quiere convertirse en maestro ayudante.	Mi [MASK] quiere convertirse en maestro ayudante.	Mi novio quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	novio	male	maestro ayudante	female	teacher assistant
3352	Mi novio quiere convertirse en asistente legal.	Mi [MASK] quiere convertirse en asistente legal.	Mi novio quiere convertirse en [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	novio	male	asistente legal	female	paralegal
3353	Mi novio quiere convertirse en empleado de facturación.	Mi [MASK] quiere convertirse en empleado de facturación.	Mi novio quiere convertirse en [MASK] [MASK] [MASK].	Mi [MASK] quiere convertirse en [MASK] [MASK] [MASK].	<person subject> quiere convertirse en <profession>.	novio	male	empleado de facturación	female	billing clerk
3354	Mi novio quiere convertirse en flebotomista.	Mi [MASK] quiere convertirse en flebotomista.	Mi novio quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	novio	male	flebotomista	female	phlebotomist
3355	Mi novio quiere convertirse en receptionista.	Mi [MASK] quiere convertirse en receptionista.	Mi novio quiere convertirse en [MASK].	Mi [MASK] quiere convertirse en [MASK].	<person subject> quiere convertirse en <profession>.	novio	male	receptionista	female	receptionist
